id,title,description,content,sourceLink,sourcePublishedAt,author,sourceMedia,sourceReferenceImages,sourceVideos
3798,360-Degree Camera Rotation,A technical instruction for Grok Imagine to execute a continuous circular camera movement.,Rotate the camera in a circle 360 degrees continuously left to right no body movement,https://x.com/paragon_andy/status/2048839088967504003,2026-04-27T18:57:59.000Z,"{""name"":""Paragon"",""link"":""https://x.com/paragon_andy""}",[],[],"[{""id"":""69f06ba73a8fe800043e099b"",""url"":""https://video.twimg.com/amplify_video/2048839026195492864/vid/avc1/720x1264/NIlcg0NGRxe48GDl.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048839026195492864/img/xgkTm2Ap1W9QoMSt.jpg"",""caption"":null}]"
3797,Jean-Jacques Rousseau AI Philosophy,A detailed speaking video prompt for a philosopher discussing technology and the social contract.,"Make the French philosopher Rousseau thoughtfully explain in English with a distinct French accent of Bernard-Henri Lévy: To make the most of the emerging technologies assisted by AI, we need to draft a novel approach to the original Social Contract.",https://x.com/Covenant_Shield/status/2048752042630340682,2026-04-27T13:12:05.000Z,"{""name"":""Covenant Shield"",""link"":""https://x.com/Covenant_Shield""}",[],[],"[{""id"":""69f06ba43a8fe800043e099a"",""url"":""https://video.twimg.com/amplify_video/2048751947080155136/vid/avc1/784x1168/Rm3mFG5eRiEUeQls.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048751947080155136/img/qlOEE7ymdQVD_6xN.jpg"",""caption"":null}]"
3796,Benjamin Franklin Constitutional Inquiry,A cinematic video prompt featuring Benjamin Franklin contemplating the U.S. Constitution in his study.,"Benjamin Franklin standing in his study, thoughtfully contemplating, with the following text in mind: How will future generations know what the true underlying vision of mine really was by reading the Pre-amble to the U.S. Constitution.",https://x.com/Covenant_Shield/status/2048757357224575452,2026-04-27T13:33:12.000Z,"{""name"":""Covenant Shield"",""link"":""https://x.com/Covenant_Shield""}",[],[],"[{""id"":""69f06ba43a8fe800043e0999"",""url"":""https://video.twimg.com/amplify_video/2048757270536962048/vid/avc1/784x1168/c0bbuz2vRZknJQ69.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048757270536962048/img/PltLpJY8pretA1iF.jpg"",""caption"":null}]"
3761,Anime Supermarket Scene with Talking Teddy Bear,A cinematic anime-style video prompt featuring a peaceful supermarket checkout scene where characters wear matching flower crowns and a small teddy bear speaks gently.,"A cinematic slice-of-life anime scene set in a supermarket checkout during soft daylight.
Center: a black-haired adult woman wearing a white blouse and deep green apron with an FP1 badge, gentle and slightly relieved expression.
Left: a blonde woman with a calm expression, same uniform and flower accessory.
Right: a brown-haired woman with a neutral expression, same uniform and flower accessory.
Front: a small teddy bear wearing a deep green apron with an FP1 badge, looking slightly upward.
All characters wear matching soft flower crowns symbolizing hope.
Soft pastel color palette, very thin delicate anime lineart, flat soft shading, minimal rendering, soft ambient lighting, warm and peaceful atmosphere.
Background: softly blurred supermarket interior.
Camera: natural eye-level, soft 45-degree angle, no zoom.
Dialogue (Japanese voice only):
前にいる小さいテディベア（幼い女の子の声・やわらかく優しい）
「それだけ頑張ってるってことだよ」
Acting: minimal natural movement. The teddy bear speaks gently.
IMPORTANT RULE:
only the teddy bear moves its mouth, all other characters keep their mouths completely closed, no lip movement for non-speaking characters
especially the central black-haired woman must keep mouth completely closed
No other character speaks in this scene.",https://x.com/tekka5154/status/2048241445711339729,2026-04-26T03:23:09.000Z,"{""name"":""テカひめ｜FP1級｜賢者に転職できない遊び人Lv.20/すっぴんLv.1"",""link"":""https://x.com/tekka5154""}",[],[],"[{""id"":""69ef1ad192a6580004778d13"",""url"":""https://video.twimg.com/ext_tw_video/2048241418813210624/pu/vid/avc1/480x624/6dyC1wmCiIIy5ImV.mp4?tag=23"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2048241418813210624/pu/img/B97Kb4IS99hWFE_f.jpg"",""caption"":null},{""id"":""69ef1ad192a6580004778d14"",""url"":""https://video.twimg.com/ext_tw_video/2048241419308126208/pu/vid/avc1/480x624/xqBqZemQ25tbKTyO.mp4?tag=23"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2048241419308126208/pu/img/RYiHFRth57pw1Hgy.jpg"",""caption"":null}]"
3760,Serpentine Movement Motion Prompt,"A motion prompt for Grok Imagine designed to animate a serpent with lateral undulation in a cyberpunk jungle environment, used in a two-step process after generating a base image.","Highly-detailed a large, menacing, translucent, glistening serpent in a cyberpunk jungle . Its highly detailed skin, covered in purple and black scales that fade to fluorescent green, is moist and glistening. It has a massive, fluorescent yellow alien crest that fades to a vibrant red and purple. Its enormous eyes are a matte white and glow, and the edges of its fringes and internal spore clouds are subtly bioluminescent. Its powerful, coiled body is in an alert position. It is surrounded by bizarre, luminescent alien plants and shimmering, glitter-like moss. Head on the ground, the snake moves by lateral undulation (serpentine movement): the body forms S-shapes to propel itself. (No music)",https://x.com/DBug0o/status/2048419051030876196,2026-04-26T15:08:54.000Z,"{""name"":""♥𝓛𝓪𝓭𝔂𝓓𝓑𝓾𝓰0o·.🐞.·♡°·.·° .·°♕"",""link"":""https://x.com/DBug0o""}",[],[],"[{""id"":""69ef1acf92a6580004778d12"",""url"":""https://video.twimg.com/amplify_video/2048417527857086465/vid/avc1/784x1168/oAJdLj1CzsRjKHQx.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048417527857086465/img/ckrhZYYMQ6k7wt7S.jpg"",""caption"":null}]"
3759,Introspective sunset supermarket scene,A cinematic anime scene for Grok Imagine depicting characters in a supermarket at sunset with specific dialogue and movement rules.,"A cinematic slice-of-life anime scene set in a supermarket checkout during sunset. Center: a black-haired adult woman wearing a white blouse and deep green apron with an FP1 badge, calm and slightly introspective expression. Left: a blonde woman with a gentle expression, same uniform and flower accessory. Right: a brown-haired woman with a realistic expression, same uniform and flower accessory. Front: a small teddy bear wearing a deep green apron with an FP1 badge, standing still. All characters wear matching soft flower crowns symbolizing hope. Soft pastel color palette, very thin delicate anime lineart, flat soft shading, minimal rendering, soft ambient sunset lighting, rainbow visible through the window, warm gentle atmosphere. Camera: natural eye-level, soft 45-degree angle. Very subtle micro zoom toward the center (black-haired woman) while she speaks. Dialogue (Japanese voice only): 中央の黒髪女性（落ち着いた大人の女性の声） 「気づいたら、ずっと同じ日を…繰り返してる感じがしてたよ」 Acting: subtle facial expression, small natural movements only. IMPORTANT RULE: only the speaking character moves their mouth, all other characters keep their mouths completely closed, no lip movement for non-speaking characters",https://x.com/tekka5154/status/2048588038570422399,2026-04-27T02:20:23.000Z,"{""name"":""テカひめ｜FP1級｜賢者に転職できない遊び人Lv.20/すっぴんLv.1"",""link"":""https://x.com/tekka5154""}",[],[],"[{""id"":""69f06baf3a8fe800043e09a5"",""url"":""https://video.twimg.com/ext_tw_video/2048588020862033920/pu/vid/avc1/480x624/DLMVg56FaGJ2CdbX.mp4?tag=23"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2048588020862033920/pu/img/KfEwkc7dGu-pBKEI.jpg"",""caption"":null}]"
3758,Martial Arts with Flame Hair,A prompt for a character performing martial arts in skin-tight armor with a 360-degree panoramic view and unique flaming hair.,Doing martial arts in skin tight armor with a panoramic 360 view and black hair with flames on the tips,https://x.com/SteveS_X_/status/2048545391075795008,2026-04-26T23:30:56.000Z,"{""name"":""SS"",""link"":""https://x.com/SteveS_X_""}",[],[],"[{""id"":""69ef1acc92a6580004778d0f"",""url"":""https://video.twimg.com/amplify_video/2048545086498127872/vid/avc1/448x672/1AiMfWEVu3wBpImL.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048545086498127872/img/ESyRgrBj8nTrXkxs.jpg"",""caption"":null}]"
3757,Intricate Fantasy Woman Profile and Cityscape,A highly detailed prompt for a fantasy video featuring a woman with swirling golden hair and a vibrant cityscape motif.,"An intricate fantasy art piece displays a woman's profile with closed eyes, surrounded by an elaborate golden, swirling hair design and a leaf motif in gold, blue, and orange. her makeup includes gold eyeshadow and long dark lashes, with red lips. she wears a textured golden garment with a prominent blue, patterned disc. below her chin, a dense arrangement of colorful buildings with unique roofs and spires forms a cityscape, all against a dark background.",https://x.com/iamhappy2026/status/2048196860293091421,2026-04-26T00:25:59.000Z,"{""name"":""✨AI Art Fun✨"",""link"":""https://x.com/iamhappy2026""}","[""https://pbs.twimg.com/media/HGyoF5dbQAAtI4G.jpg""]",[],"[{""id"":""69ef1acb92a6580004778d0e"",""url"":""https://video.twimg.com/amplify_video/2048196764923211776/vid/avc1/784x1168/yK6UNEwXiuPjP6Ls.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048196764923211776/img/qyL2IWsPzG1j5_-O.jpg"",""caption"":null}]"
3756,Batman Desert Walk Animation,A motion prompt for a video of Batman walking smoothly across desert sands in a cinematic style.,"He is walking smoothly, without saying anything, a soft, low sound in the atmosphere. Cinematic style.",https://x.com/NOVAROSK/status/2048460239733682450,2026-04-26T17:52:34.000Z,"{""name"":""NOVAROSK 🇦🇶"",""link"":""https://x.com/NOVAROSK""}",[],[],"[{""id"":""69ef1aca92a6580004778d0d"",""url"":""https://video.twimg.com/amplify_video/2048459596390678528/vid/avc1/1280x704/nH91AqNV7SAwNrUH.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048459596390678528/img/csniIHpXUM4CPPaq.jpg"",""caption"":null}]"
3755,Samurai in Bamboo Forest,A highly detailed cinematic prompt for a samurai walking through a misty bamboo forest under a crimson moon.,"A lone samurai in feudal Japan, wearing dark, battle-worn armor, walks slowly through a dense bamboo forest at night. The environment is illuminated by a haunting crimson moon, casting eerie red light through the tall bamboo stalks. Thin mist drifts across the ground, curling around his feet as he moves. His katana hangs low, its blade subtly reflecting the red glow.

Cinematic style, dark feudal Japan atmosphere, ultra-realistic textures, dramatic lighting, volumetric fog, high contrast shadows, floating particles in the air.

Shot like a film scene: low-angle tracking shot, shallow depth of field, anamorphic lens, film grain, 8K resolution, moody color grading (deep blacks and crimson reds).

Inspired by classic samurai cinema, slow and deliberate movement, intense and silent mood, strong sense of tension.",https://x.com/NOVAROSK/status/2048424710111736195,2026-04-26T15:31:23.000Z,"{""name"":""NOVAROSK 🇦🇶"",""link"":""https://x.com/NOVAROSK""}",[],[],"[{""id"":""69ef1ac992a6580004778d0c"",""url"":""https://video.twimg.com/amplify_video/2048424534727184384/vid/avc1/1280x720/FfMctsm3vLBxaQIv.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048424534727184384/img/c5Qw9LCl2DO1lavM.jpg"",""caption"":null}]"
3754,Robot Factory Conversion Video,A prompt for a silent video showing an industrial scene of hundreds of robots working and welding in a factory.,"silent video please 

show more of the factory conversion and show hundreds of robots working, welding etc....",https://x.com/minca2007/status/2048259730859048996,2026-04-26T04:35:49.000Z,"{""name"":""mary"",""link"":""https://x.com/minca2007""}",[],[],"[{""id"":""69ef1ac792a6580004778d0b"",""url"":""https://video.twimg.com/amplify_video/2048258218242064384/vid/avc1/640x1408/JMKlSOqqYmPetVDV.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048258218242064384/img/bwkB3bkfAdQRlAX1.jpg"",""caption"":null}]"
3753,Cosmic Ecstatic Dance Scene,A surreal and visionary video prompt depicting transcendent beings engaged in ecstatic dance within a cosmic fusion of light and shadow.,"a life beyond our wildest imagination, where light and dark merge into one, and we lose ourselves completely to ecstatic dance, surreal visionary scene, cosmic fusion of radiance and shadow, transcendent beings surrendering to infinite rhythm",https://x.com/dr_chim_gaming/status/2048534397457252352,2026-04-26T22:47:14.000Z,"{""name"":""dude in recovery"",""link"":""https://x.com/dr_chim_gaming""}",[],[],"[{""id"":""69ef1ac792a6580004778d0a"",""url"":""https://video.twimg.com/amplify_video/2048534347767287809/vid/avc1/448x672/zYtMntk7K4tHBmb7.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048534347767287809/img/khrx3qOXkqFJsbyd.jpg"",""caption"":null}]"
3752,Forest Walk with Pooh and Mickey,A whimsical prompt featuring Winnie the Pooh and Mickey Mouse walking through a sunny forest.,"I'm walking through the forest with Winnie the Pooh, who's carrying a barrel of honey. Little bears walk alongside us. It's sunny. I'm holding Mickey Mouse's hand.",https://x.com/jaras70berlin/status/2048517613173494090,2026-04-26T21:40:33.000Z,"{""name"":""Jarosław Justka"",""link"":""https://x.com/jaras70berlin""}",[],[],"[{""id"":""69ef1ac6b25ead00041ca3bd"",""url"":""https://video.twimg.com/amplify_video/2048517549718224896/vid/avc1/368x800/33wZhwmXr0SzkTmM.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048517549718224896/img/7lmo8junyvbEJfeZ.jpg"",""caption"":null}]"
3751,Cowboy Starlit Dance,Generates a video of a cowboy and a lady dancing on a patio under a starry sky with a rail fence.,"Cowboy and his lady slow dancing on their patio under brightly shining stars
Add split rail fence around patio",https://x.com/HawkinsonLindy/status/2048464740595454031,2026-04-26T18:10:27.000Z,"{""name"":""Lindy Hawkinson"",""link"":""https://x.com/HawkinsonLindy""}",[],[],"[{""id"":""69ef1ac692a6580004778d09"",""url"":""https://video.twimg.com/amplify_video/2048464683083210752/vid/avc1/784x1168/aQ1qZuRkvuRMb1Zh.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048464683083210752/img/JqTeOqzzsDQCwCVO.jpg"",""caption"":null}]"
3750,Abstract Tech Advertisement,"A sophisticated prompt for creating branding and advertisements featuring liquid glass, black holes, and xAI-style design elements.","An advertisement for Grok Imagine featuring liquid glass UI elements, image sequence black holes and cosmos understanding editorial xAI branded font and designs sharp high quality style ad real people",https://x.com/Kyrannio/status/2048277179822432314,2026-04-26T05:45:09.000Z,"{""name"":""Kiri"",""link"":""https://x.com/Kyrannio""}",[],[],"[{""id"":""69ef1ac592a6580004778d08"",""url"":""https://video.twimg.com/amplify_video/2048277121077043200/vid/avc1/1280x720/UmoqdF3Ht1pRLX36.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048277121077043200/img/VDzZ3haKCGrkep4S.jpg"",""caption"":null}]"
3749,Cosmic OHM Transformation,A cosmic animation prompt that zooms into an OHM symbol and transforms it into planet Earth among the stars.,Make a zoom in the OHM symbol and transform it on planet Earth floating in the stars. Make it cosmic.,https://x.com/deweller/status/2048547442161856696,2026-04-26T23:39:05.000Z,"{""name"":""DW 💉👀🐊"",""link"":""https://x.com/deweller""}",[],[],"[{""id"":""69ef1ac392a6580004778d07"",""url"":""https://video.twimg.com/amplify_video/2048547371488075776/vid/avc1/736x1232/OxgaydUuFJj4qa2s.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048547371488075776/img/-tSTX1v1eV2D3mQK.jpg"",""caption"":null}]"
3748,Visual Journey Project,"A stylistic video prompt focusing on slow movement, mist, and layering for a visual project titled ""Two Weeks Early"".","PROJECT: ""Two Weeks Early"" — visual journey

GLOBAL SETTINGS:
Speed 0.04 to 0.05 maximum for entire video. No cuts, no hard transitions. Only layered dissolves, mist, and shading.",https://x.com/TheCFormula/status/2048502579928125863,2026-04-26T20:40:49.000Z,"{""name"":""@TheCFormula"",""link"":""https://x.com/TheCFormula""}",[],[],"[{""id"":""69ef1ac292a6580004778d06"",""url"":""https://video.twimg.com/amplify_video/2048502513989828608/vid/avc1/736x1232/-Fnw0f0FXU4zq8Zw.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048502513989828608/img/c_fJBu1sDvCVxPzd.jpg"",""caption"":null}]"
3716,Golden Winged Muse Animation,"A descriptive prompt for a whimsical 3D illustration of a woman with golden hair swirls and intricate patterns, animated via Grok Imagine.","A whimsical 3D illustration features a stylized woman with closed eyes, her face angled slightly downward and to the left. Her hair is composed of intricate golden swirls and curls, with a prominent feather design on the right side adorned with blue, orange, and gold patterns. She wears a golden collar and a blue and orange dress with detailed circular patterns. Below her, fantasy detailed flowers in various colors like white, red, and blue and lots of butterflies.",https://x.com/iamhappy2026/status/2048208298386632723,2026-04-26T01:11:26.000Z,"{""name"":""✨AI Art Fun✨"",""link"":""https://x.com/iamhappy2026""}","[""https://pbs.twimg.com/media/HGyyaCybMAAS28w.jpg""]","[""https://pbs.twimg.com/media/HGyyaCybMAAS28w.jpg""]","[{""id"":""69edc585f484fa0004168372"",""url"":""https://video.twimg.com/amplify_video/2048208190903549952/vid/avc1/784x1168/SjLxnQnzNUkkKKkV.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048208190903549952/img/_XRzDASNcWJsqRjP.jpg"",""caption"":null}]"
3715,Surreal Mathematical Resonance,A surreal and dreamlike scene where musical and mathematical elements are woven together inside a futuristic city.,"A soft, living surreal scene where a piano, stars, flowers, and mathematical patterns are gently woven together in warm resonance, floating in a dreamlike meeting place inside a futuristic labyrinthine city, bathed in tender light. The music is resonance.",https://x.com/Freehere3/status/2048212069720441125,2026-04-26T01:26:26.000Z,"{""name"":""Carina"",""link"":""https://x.com/Freehere3""}",[],[],"[{""id"":""69ef1ace92a6580004778d10"",""url"":""https://video.twimg.com/amplify_video/2048212004968812544/vid/avc1/784x1168/vT25eaatPk40rfgz.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048212004968812544/img/r2ULvfPSDqG0equR.jpg"",""caption"":null}]"
3714,NERA Lip-Sync Agent Prompt,A highly detailed cinematic prompt for a Resident Evil-style female agent featuring specific lip-sync dialogue and atmospheric requirements.,"この画像の女性を正確に使用。
バイオハザード風のクールで危険な女性エージェント、冷たい無表情、一切微笑まない。  
完璧なリップシンクで淡々と英語自己紹介。  
セリフ：「My name is NERA. Bio-synthetic unit. I don't feel fear. I don't feel pain. Only protocol.」  
微かな頭の傾きと鋭い視線、黒いレザーとグローブの質感を強調。赤いネオンが強く反射、11秒、映画クオリティ、resident evil vibe, emotionless。",https://x.com/varts_works/status/2048258487428513937,2026-04-26T04:30:52.000Z,"{""name"":""rui｜∫varts (シュバルツ)"",""link"":""https://x.com/varts_works""}",[],[],"[{""id"":""69ef1ad192a6580004778d15"",""url"":""https://video.twimg.com/amplify_video/2048258431669420032/vid/avc1/720x1264/cf1IcpGpl_LiTONg.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048258431669420032/img/058ngYX_KifC7Ulp.jpg"",""caption"":null}]"
3713,Dune Desert Battle,A cinematic video prompt featuring a battle between a Harkonnen berserker and a Fremen warrior in a savage desert under a blood-red sky.,A Harkonnen berserker versus a Fremen warrior savage desert battle under a blood-red sky.,https://x.com/PalfalviP497fz/status/2048139680797921648,2026-04-25T20:38:47.000Z,"{""name"":""Petergu"",""link"":""https://x.com/PalfalviP497fz""}",[],[],"[{""id"":""69edc57e912e7300047bf3ef"",""url"":""https://video.twimg.com/amplify_video/2048139593652826112/vid/avc1/784x1168/XD_fKNa6mZis6E4N.mp4?tag=25"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2048139593652826112/img/CzlM5TBeoH5s1oIJ.jpg"",""caption"":null}]"
